OID_,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name,WatershedArea,LakeAddCheck,FID_Norris1985_bedrock_geology_SZdig_SScont,FmAbbr,Fm,Epoch,Epoch2,Lithology1,Lithology2,Lithology3,Lithology4,Notes,Shape_Length,Shape_Area,polygonareakm2
668,71,,site5,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,10029.114097194402348,4242104.617261793464422,4.242104617261793
669,79,,siteSC-5B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,10029.114097194402348,4242104.617261793464422,4.242104617261793
670,80,,siteSC-6B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,10029.114097194402348,4242104.617261793464422,4.242104617261793
671,83,,siteSC-7B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,10029.114097194402348,4242104.617261793464422,4.242104617261793
672,57,,SC-8B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
673,59,,siteSC-9A,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
674,60,,siteSCoutlet170710,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
675,61,,siteSCoutlet170807,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
676,71,,site5,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
677,79,,siteSC-5B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
678,80,,siteSC-6B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
679,83,,siteSC-7B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14952.474712215154796,5818668.198839865624905,5.818668198839865
680,57,,SC-8B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
681,59,,siteSC-9A,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
682,60,,siteSCoutlet170710,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
683,61,,siteSCoutlet170807,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
684,71,,site5,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
685,79,,siteSC-5B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
686,80,,siteSC-6B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
687,83,,siteSC-7B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,11803.256778142129406,5047544.969806224107742,5.047544969806224
688,57,,SC-8B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
689,59,,siteSC-9A,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
690,60,,siteSCoutlet170710,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
691,61,,siteSCoutlet170807,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
692,71,,site5,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
693,79,,siteSC-5B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
694,80,,siteSC-6B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
695,83,,siteSC-7B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1567.261235813322628,63385.302249585016398,0.063385302249585
696,57,,SC-8B,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
697,59,,siteSC-9A,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
698,60,,siteSCoutlet170710,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
699,61,,siteSCoutlet170807,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
700,72,,site36,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
701,79,,siteSC-5B,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
702,80,,siteSC-6B,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
703,83,,siteSC-7B,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,12030.457691237656036,1889124.075727112358436,1.889124075727112
704,57,,SC-8B,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
705,59,,siteSC-9A,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
706,60,,siteSCoutlet170710,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
707,61,,siteSCoutlet170807,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
708,72,,site36,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
709,79,,siteSC-5B,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
710,80,,siteSC-6B,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
711,83,,siteSC-7B,,Y,51,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,118.113190779116252,631.337568840494100,0.000631337568840
712,57,,SC-8B,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
713,59,,siteSC-9A,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
714,60,,siteSCoutlet170710,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
715,61,,siteSCoutlet170807,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
716,72,,site36,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
717,79,,siteSC-5B,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
718,80,,siteSC-6B,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
719,83,,siteSC-7B,,Y,54,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,1873.167684881944524,221939.338471544120694,0.221939338471544
720,57,,SC-8B,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
721,59,,siteSC-9A,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
722,60,,siteSCoutlet170710,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
723,61,,siteSCoutlet170807,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
724,72,,site36,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
725,79,,siteSC-5B,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
726,80,,siteSC-6B,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
727,83,,siteSC-7B,,Y,55,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,6542.746741455895972,1053633.046905141789466,1.053633046905142
728,57,,SC-8B,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
729,59,,siteSC-9A,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
730,60,,siteSCoutlet170710,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
731,61,,siteSCoutlet170807,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
732,72,,site36,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
733,79,,siteSC-5B,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
734,80,,siteSC-6B,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
735,83,,siteSC-7B,,Y,69,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,11118.001636303119085,4574567.272580788470805,4.574567272580788
736,57,,SC-8B,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
737,59,,siteSC-9A,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
738,60,,siteSCoutlet170710,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
739,61,,siteSCoutlet170807,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
740,72,,site36,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
741,79,,siteSC-5B,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
742,80,,siteSC-6B,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
743,83,,siteSC-7B,,Y,70,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,17883.366257945559482,12833630.649734945967793,12.833630649734946
744,57,,SC-8B,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
745,59,,siteSC-9A,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
746,60,,siteSCoutlet170710,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
747,61,,siteSCoutlet170807,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
748,72,,site36,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
749,79,,siteSC-5B,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
750,80,,siteSC-6B,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
751,83,,siteSC-7B,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,8958.139160808179440,1145356.219129797071218,1.145356219129797
752,57,,SC-8B,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
753,59,,siteSC-9A,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
754,60,,siteSCoutlet170710,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
755,61,,siteSCoutlet170807,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
756,72,,site36,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
757,79,,siteSC-5B,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
758,80,,siteSC-6B,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
759,83,,siteSC-7B,,Y,75,Dus,NA,Devonian,Upper,Shale,Gypsiferous,NA,NA,rusty weather; marine,5901.014812375413385,854454.030519869877025,0.854454030519870
760,57,,SC-8B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
761,59,,siteSC-9A,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
762,60,,siteSCoutlet170710,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
763,61,,siteSCoutlet170807,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
764,72,,site36,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
765,79,,siteSC-5B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
766,80,,siteSC-6B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
767,83,,siteSC-7B,,Y,101,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,22114.030327857351949,10586619.956265922635794,10.586619956265922
768,57,,SC-8B,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
769,59,,siteSC-9A,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
770,60,,siteSCoutlet170710,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
771,61,,siteSCoutlet170807,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
772,72,,site36,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
773,79,,siteSC-5B,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
774,80,,siteSC-6B,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
775,83,,siteSC-7B,,Y,103,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,18531.054457258782350,6797933.972138004377484,6.797933972138004
776,57,,SC-8B,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,9089.103991750795103,2508647.637343853246421,2.508647637343853
